Order_ID,CustomerID,BranchID,ShipmentDate,ShipmentTime,Weight,Quantity,DeliveryAddress,TransactionID,TrackingNumber,ShipmentStatus,ShipmentComments
860,352,7,28/04/2022,15:11:10,16,860,Room 615,750,193-20-5478,shipment confirmed,   
861,755,4,23/11/2022,9:56:52,33,861,PO Box 25957,82,564-11-5904,shipment confirmed,   
862,18,8,7/3/2022,4:23:23,26,862,PO Box 72941,803,739-94-6875,shipment confirmed,   
863,887,17,27/11/2022,0:53:14,25,863,Room 1068,587,230-91-2954,shipment confirmed,   
864,826,2,2/5/2022,20:04:23,25,864,PO Box 53213,550,228-87-1436,shipment confirmed,   
865,790,20,22/03/2022,18:26:09,68,865,Suite 35,426,784-62-8049,shipment confirmed,   
866,142,19,2/5/2022,8:35:06,16,866,PO Box 23975,657,296-61-7216,shipment confirmed,   
867,566,14,14/06/2022,16:12:17,4,867,PO Box 69488,557,499-11-3071,shipment confirmed,   
868,181,13,16/07/2022,20:19:50,5,868,Room 49,804,718-64-8463,shipment confirmed,   
869,295,11,5/11/2022,0:38:12,33,869,Apt 1355,267,373-69-8150,shipment confirmed,   
870,403,9,6/3/2022,0:40:59,21,870,4th Floor,221,597-78-0262,shipment confirmed,   
871,3,8,25/08/2022,9:40:12,98,871,Room 50,714,692-71-2448,shipment confirmed,   
872,115,12,11/5/2022,19:42:21,51,872,Apt 1485,226,219-51-2500,shipment confirmed,   
873,211,19,4/2/2022,22:17:05,40,873,PO Box 87363,712,685-70-7654,shipment confirmed,   
874,637,10,3/12/2022,10:03:25,95,874,PO Box 62081,666,492-89-8800,shipment confirmed,   
875,595,7,21/07/2022,5:47:39,39,875,Room 590,180,671-99-0885,shipment confirmed,   
876,502,14,12/6/2022,17:24:51,52,876,10th Floor,478,313-64-8301,shipment confirmed,   
877,122,2,7/2/2022,22:01:11,35,877,Suite 74,836,580-10-4751,shipment confirmed,   
878,204,16,14/10/2022,2:40:17,81,878,Room 138,362,240-63-4859,shipment confirmed,   
879,272,9,5/10/2022,15:51:54,35,879,7th Floor,927,847-79-0361,shipment confirmed,   
880,972,13,20/11/2022,19:21:24,72,880,PO Box 11143,950,219-20-6672,shipment confirmed,   
881,712,18,4/1/2023,9:00:08,1,881,Room 874,159,561-34-6816,shipment confirmed,   
882,152,4,22/08/2022,21:40:34,49,882,Apt 1108,401,889-03-9984,shipment confirmed,   
883,9,6,16/04/2022,2:04:48,16,883,11th Floor,458,681-59-2707,shipment confirmed,   
884,598,17,22/05/2022,16:55:30,14,884,Apt 1981,690,165-23-6343,shipment confirmed,   
885,46,3,25/06/2022,6:50:37,100,885,14th Floor,266,292-43-5407,shipment confirmed,   
886,592,5,7/6/2022,6:18:53,91,886,17th Floor,966,410-03-7459,shipment confirmed,   
887,747,20,6/2/2022,0:17:42,34,887,Room 585,10,284-55-7963,shipment confirmed,   
888,13,15,19/11/2022,5:37:01,75,888,PO Box 75943,882,848-46-6782,shipment confirmed,   
889,955,11,5/1/2023,0:09:05,41,889,20th Floor,969,153-49-8735,shipment confirmed,   
890,529,1,19/06/2022,15:18:33,18,890,Apt 1663,268,767-84-0606,shipment confirmed,   
891,638,4,22/12/2022,5:36:26,15,891,Apt 1754,123,103-30-0383,shipment confirmed,   
892,542,2,25/07/2022,15:35:59,25,892,PO Box 93924,421,777-35-7260,shipment confirmed,   
893,200,19,16/06/2022,13:21:16,49,893,PO Box 70665,273,838-74-1720,shipment confirmed,   
894,999,14,1/2/2023,4:34:13,98,894,19th Floor,636,428-84-8748,shipment confirmed,   
895,222,18,13/03/2022,21:12:53,50,895,4th Floor,970,206-41-5069,shipment confirmed,   
896,618,10,2/8/2022,1:11:44,83,896,Apt 1063,677,285-41-1259,shipment confirmed,   
897,635,9,17/08/2022,17:33:36,94,897,6th Floor,742,494-81-5402,shipment confirmed,   
898,269,7,21/11/2022,18:23:30,19,898,PO Box 62452,923,489-01-5904,shipment confirmed,   
899,861,16,25/11/2022,6:25:44,65,899,Apt 1365,920,804-79-9249,shipment confirmed,   
900,119,20,2/1/2023,10:33:45,25,900,Room 1746,166,568-57-7716,shipment confirmed,   
901,426,20,12/7/2022,3:14:21,42,901,PO Box 10126,629,732-20-2565,shipment confirmed,   
902,332,10,10/10/2022,6:23:34,5,902,Room 902,79,200-62-2407,shipment confirmed,   
903,337,7,20/04/2022,21:09:29,24,903,16th Floor,543,763-28-8046,shipment confirmed,   
904,863,18,2/3/2022,17:26:11,85,904,Suite 78,791,687-34-4338,shipment confirmed,   
905,225,6,19/07/2022,6:37:39,2,905,20th Floor,378,287-51-1289,shipment confirmed,   
906,765,17,24/01/2023,11:17:30,68,906,Apt 952,300,567-50-6893,shipment confirmed,   
907,17,15,8/1/2023,9:30:34,70,907,PO Box 27316,301,487-69-5961,shipment confirmed,   
908,499,1,7/2/2022,10:43:06,20,908,PO Box 93813,846,377-13-0030,shipment confirmed,   
909,454,13,26/12/2022,22:26:13,85,909,12th Floor,397,757-40-6521,shipment confirmed,   
910,541,5,28/02/2022,4:39:08,31,910,12th Floor,324,584-21-8533,shipment confirmed,   
911,910,3,2/10/2022,3:50:56,56,911,PO Box 75716,554,215-43-7390,shipment confirmed,   
912,772,4,1/12/2022,17:14:11,85,912,6th Floor,591,278-53-1664,shipment confirmed,   
913,875,19,8/8/2022,23:37:40,50,913,12th Floor,674,425-66-5124,shipment confirmed,   
914,189,12,5/9/2022,0:47:19,37,914,Apt 1045,603,797-46-3758,shipment confirmed,   
915,299,16,2/4/2022,6:22:15,43,915,7th Floor,169,478-29-3058,shipment confirmed,   
916,639,14,15/04/2022,12:10:36,62,916,Suite 3,956,805-87-7761,shipment confirmed,   
917,609,2,10/7/2022,19:18:36,53,917,5th Floor,318,476-45-6263,shipment confirmed,   
918,91,8,21/01/2023,20:51:24,8,918,Apt 402,465,597-83-6687,shipment confirmed,   
919,895,11,4/4/2022,18:53:24,88,919,7th Floor,88,829-58-8563,shipment confirmed,   
920,983,9,1/4/2022,0:11:18,55,920,Suite 77,536,729-04-8955,shipment confirmed,   
921,970,8,12/11/2022,9:49:44,98,921,19th Floor,635,281-01-0496,shipment confirmed,   
922,265,13,30/12/2022,9:52:10,36,922,Suite 44,299,759-97-5996,shipment confirmed,   
923,828,6,24/06/2022,9:20:40,62,923,PO Box 51243,564,126-37-2614,shipment confirmed,   
924,731,16,13/01/2023,13:45:47,53,924,Apt 679,404,102-74-5662,shipment confirmed,   
925,173,20,16/09/2022,4:18:58,60,925,15th Floor,596,766-88-9166,shipment confirmed,   
926,51,15,1/12/2022,5:25:59,72,926,PO Box 30137,189,842-73-7668,shipment confirmed,   
927,65,17,8/12/2022,11:51:26,51,927,Apt 1028,489,321-07-5215,shipment confirmed,   
928,777,2,28/03/2022,8:22:21,40,928,9th Floor,616,447-43-6098,shipment confirmed,   
929,215,7,16/12/2022,14:28:43,67,929,Room 161,542,243-15-3313,shipment confirmed,   
930,679,18,7/6/2022,22:58:39,12,930,10th Floor,605,599-72-6863,shipment confirmed,   
931,706,11,4/2/2022,0:29:30,81,931,PO Box 95063,848,692-88-3274,shipment confirmed,   
932,853,10,30/07/2022,9:18:29,2,932,Room 1706,547,440-46-4597,shipment confirmed,   
933,302,19,28/09/2022,21:29:05,22,933,PO Box 49246,802,128-22-8861,shipment confirmed,   
934,491,1,21/01/2023,1:05:54,34,934,PO Box 70264,557,719-70-4277,shipment confirmed,   
935,333,4,2/2/2023,22:55:59,54,935,PO Box 8324,677,109-19-7208,shipment confirmed,   
936,459,9,23/06/2022,13:56:53,26,936,1st Floor,899,709-37-3811,shipment confirmed,   
937,625,5,10/1/2023,15:47:24,27,937,Apt 1127,364,208-23-5680,shipment confirmed,   
938,519,12,26/08/2022,22:13:33,16,938,13th Floor,638,642-19-7238,shipment confirmed,   
939,911,3,5/12/2022,9:08:49,25,939,PO Box 91658,813,875-13-0998,shipment confirmed,   
940,465,14,23/12/2022,15:51:04,52,940,Apt 76,361,540-50-6861,shipment confirmed,   
941,167,16,25/12/2022,21:18:01,12,941,Apt 517,650,481-55-1787,shipment confirmed,   
942,305,2,30/12/2022,11:44:14,20,942,Room 1301,507,753-35-7237,shipment confirmed,   
943,220,14,13/08/2022,18:03:20,63,943,12th Floor,461,694-48-6663,shipment confirmed,   
944,381,8,24/11/2022,4:05:48,99,944,Suite 20,330,146-77-1135,shipment confirmed,   
945,243,1,26/04/2022,5:39:59,41,945,9th Floor,630,784-60-4882,shipment confirmed,   
946,31,20,7/3/2022,20:28:42,49,946,PO Box 24257,302,150-26-1008,shipment confirmed,   
947,144,15,18/05/2022,4:27:34,6,947,Room 634,948,533-96-0179,shipment confirmed,   
948,432,6,17/07/2022,4:31:34,83,948,Apt 1921,895,392-90-8606,shipment confirmed,   
949,884,17,25/07/2022,2:08:08,11,949,Apt 1362,28,233-98-7957,shipment confirmed,   
950,789,7,14/02/2022,4:53:58,78,950,Suite 97,902,698-97-2556,shipment confirmed,   
951,672,13,19/07/2022,11:53:44,62,951,PO Box 75066,345,832-38-0249,shipment confirmed,   
952,943,9,11/7/2022,0:15:58,95,952,PO Box 74192,203,174-95-2438,shipment confirmed,   
953,629,11,31/05/2022,4:13:56,45,953,Suite 79,322,561-32-9552,shipment confirmed,   
954,251,10,30/10/2022,13:25:15,37,954,Room 1533,842,598-08-2511,shipment confirmed,   
955,626,16,21/03/2022,21:08:39,65,955,Suite 8,135,369-38-0670,shipment confirmed,   
956,604,15,27/08/2022,18:09:30,3,956,Room 1473,54,519-45-2491,shipment confirmed,   
957,497,12,25/09/2022,16:32:02,75,957,PO Box 25204,615,723-01-6043,shipment confirmed,   
958,448,8,11/10/2022,0:58:36,23,958,Suite 42,574,309-39-3782,shipment confirmed,   
959,487,4,3/12/2022,9:26:57,15,959,PO Box 47036,188,760-37-9614,shipment confirmed,   
960,249,1,13/07/2022,5:30:59,20,960,8th Floor,29,299-30-1854,shipment confirmed,   
961,357,7,26/04/2022,7:44:56,61,961,Room 1550,589,566-08-2019,shipment confirmed,   
962,853,17,20/07/2022,23:38:29,37,962,Apt 1255,671,730-76-3005,shipment confirmed,   
963,887,5,17/11/2022,12:57:37,68,963,Suite 2,965,765-84-1141,shipment confirmed,   
964,558,19,26/07/2022,19:54:25,92,964,Apt 1908,919,505-36-3495,shipment confirmed,   
965,198,3,11/7/2022,4:23:42,37,965,Suite 76,987,419-29-9055,shipment confirmed,   
966,613,6,4/10/2022,15:01:13,1,966,PO Box 20952,108,881-20-2966,shipment confirmed,   
967,486,2,11/5/2022,8:18:22,53,967,Suite 37,536,699-16-2140,shipment confirmed,   
968,447,14,11/10/2022,4:18:31,98,968,PO Box 45042,71,287-54-3126,shipment confirmed,   
969,80,18,7/3/2022,15:16:23,55,969,Room 1942,268,405-19-1778,shipment confirmed,   
970,294,20,1/7/2022,6:59:47,85,970,PO Box 22792,848,747-79-5262,shipment confirmed,   
971,905,11,21/11/2022,2:38:51,80,971,Room 1560,964,386-46-6022,shipment confirmed,   
972,297,20,10/9/2022,1:56:57,92,972,PO Box 36613,863,811-90-2094,shipment confirmed,   
973,323,16,21/11/2022,12:05:28,95,973,7th Floor,976,154-49-4892,shipment confirmed,   
974,223,17,8/11/2022,17:43:04,49,974,Suite 16,531,743-98-4105,shipment confirmed,   
975,676,4,25/02/2022,22:16:43,42,975,2nd Floor,781,270-10-4123,shipment confirmed,   
976,847,8,6/2/2022,15:28:32,93,976,Suite 74,455,627-73-3111,shipment confirmed,   
977,88,18,13/12/2022,15:32:02,4,977,19th Floor,953,509-39-3129,shipment confirmed,   
978,579,6,24/05/2022,0:41:12,33,978,3rd Floor,360,447-88-5539,shipment confirmed,   
979,663,15,1/9/2022,8:07:40,4,979,16th Floor,410,577-49-0347,shipment confirmed,   
980,739,9,29/05/2022,17:08:30,19,980,Suite 37,996,554-20-8912,shipment confirmed,   
981,927,1,21/01/2023,0:05:59,80,981,Suite 89,596,380-06-8652,shipment confirmed,   
982,767,10,17/03/2022,1:53:06,11,982,Apt 1084,185,864-47-7707,shipment confirmed,   
983,870,5,6/1/2023,16:39:46,34,983,Room 1610,162,293-55-6877,shipment confirmed,   
984,586,19,9/7/2022,12:37:28,68,984,Room 824,851,219-88-3985,shipment confirmed,   
985,59,13,11/8/2022,12:29:23,1,985,Apt 593,136,316-16-2004,shipment confirmed,   
986,45,12,17/02/2022,17:03:58,31,986,Suite 54,327,523-09-7107,shipment confirmed,   
987,20,14,7/10/2022,4:11:11,89,987,3rd Floor,315,366-91-0786,shipment confirmed,   
988,644,7,1/7/2022,16:42:40,5,988,PO Box 75156,195,866-30-2416,shipment confirmed,   
989,71,3,22/07/2022,7:08:21,32,989,6th Floor,857,488-94-8378,shipment confirmed,   
990,395,2,25/10/2022,5:36:49,29,990,Apt 1149,424,362-90-0831,shipment confirmed,   
991,939,5,29/03/2022,15:06:36,12,991,Suite 40,387,863-33-9078,shipment confirmed,   
992,607,19,10/3/2022,15:28:54,48,992,Room 79,620,378-36-8770,shipment confirmed,   
993,904,16,14/05/2022,19:51:19,15,993,Suite 1,539,203-08-2173,shipment confirmed,   
994,106,18,13/04/2022,14:00:55,8,994,Apt 1760,742,609-97-5975,shipment confirmed,   
995,704,4,3/5/2022,18:31:55,6,995,Apt 1639,678,330-51-6595,shipment confirmed,   
996,661,2,15/07/2022,0:26:19,73,996,PO Box 16217,74,804-36-0504,shipment confirmed,   
997,454,1,25/06/2022,11:12:22,90,997,Apt 1550,944,134-62-9996,shipment confirmed,   
998,524,17,14/03/2022,15:28:26,26,998,PO Box 46561,297,121-94-6787,shipment confirmed,   
999,44,13,5/1/2023,3:41:16,4,999,Room 160,264,210-72-6048,shipment confirmed,   
1000,763,6,20/05/2022,7:25:49,41,1000,2nd Floor,507,204-88-5902,shipment confirmed,   
